title,genres,year
Creeper Kamikaze,Art|Hate|Classic|Musical|Romance,2003
Error,Folk|HeavyMetal,2007
Seuraavassa elA ?mA ?ssA ?,Folk,1995
Fausse monnaie,Love|Classic|HeavyMetal,2000
Chariots Of Fire,Folk|Rock|Romance|Rap-Comb,1997
I Live to Be Hated,Classic,1997
Siyabonga  Unreleased Bonus Track ,Documentary,1997
The Majesty Of Rock,Classic,1992
Blaue Matrosen  live ,Love|Jazz|Classic|HeavyMetal,1997
Strange Thing,Folk|Solo|HeavyMetal,1980
Journey To Love,Classic|Bass|Western,1975
Alguna Vez,Hate|Folk,1997
Rotting Fumes,Classic|Romance,1997
Revelations,Folk|Classic|Romance,2007
It's Not Me,Folk|Romance,2003
Ma Rainey's Black Bottom,Classic|HeavyMetal,1927
I Want It,Base|Classic,2006
Story Of An Artist  Don't Be Scared ,Jazz|Hate,1997
Sajana  Ft Faheem Mazhar ,Love|Jazz,1997
Segredo,Hate|Folk|Rock,2000
Murder One,Folk,2000
I Destructor  Lenny Dee Mix ,Folk,1997
No Quieras Marcharte,Classic,1984
D Shuffle Jam  Part 2 ,Classic|Bass,1997
When I Was A Cowboy  Western Plains   LP Version ,Jazz|Hate,1997
On My Feet Again,Folk|Rock|Musical,1997
If I   ,Folk,1997
Bedroom Acoustics,Base|HeavyMetal,1997
Ju Ju,Folk,1997
Ad Te Clamamus Exsvles Mortva Liberi,Classic,2010
Deep Sea Creature,Love|Jazz|HeavyMetal,2001
Werther   Lyric Classic in four Acts Act I Alors_ c'est bien ici la maison du bailli?,Hate|Folk|Rock,1997
Theresa,Folk|Classic|Romance,2003
Danny Boy,Love|HeavyMetal,1997
Pak shte te obicham,Hate|Folk,1997
Old Broom,Solo,1981
Good Looking Girl Blues,Folk|Solo,1997
RAY=skevA ?rsrock,Classic,1997
Cajun Blood,Love|Jazz|Rap-Comb|HeavyMetal,1997
Jamboree,Classic,1997
Poikamies  2009 ,Folk|Classic|Romance,1997
Til The Victory's Won,Base|Classic,1997
Subterranean Homesick Alien,Love|Folk|Base|HeavyMetal,1997
Tell Me Why,Base|Classic|Romance|HeavyMetal,2006
Lullaby,Folk|Base,1997
Dance_ Gypsy_ Dance,Base|Classic|Musical|HeavyMetal,1997
Love Me,Folk,1997
Good Loving,Love|Base|Classic,1997
Damien,Love|Folk|Base|HeavyMetal,1998
The President's Speech,Solo|HeavyMetal,1998
Trong Com,Rap-Comb|HeavyMetal,1993
Doble Bombo,Hate|Folk,2006
Mudhump,Classic|HeavyMetal,1997
A Legend In My Time,Hate|Classic|Rock,1987
Serve The Ego  Hani Num Dub ,Love|Folk|Base,1997
Fall In Love [Rub A Dub Mix],Jazz|Hate|Musical,1997
Going Home,Classic|Romance,1997
Still In Love,Solo|HeavyMetal,2003
Closed Eyes,Folk|Classic|Romance,2009
Big Guys Throw Cones,Classic,1997
Railroad Boogie,Classic,1997
Chanson RA c aliste,Jazz|Classic|Romance|War,1997
I've Won  Introduction   Speaking ,Folk|Classic|Romance,1997
Le gardien de musA c e,Folk|Musical|Romance,2007
Sencillamente,Musical|Romance,2005
Poppin' Them Thangs,Folk|Musical,2003
Bury Your Head,Classic|Romance,2005
American Journey IV  Arts and Sports,Classic|Bass|Romance|HeavyMetal,1997
Shuncata Penda,Bass|HeavyMetal,1997
Melodica,Folk|Romance,1997
Sailing,Classic|HeavyMetal,1997
Hi Ho Silver,Folk|Musical|Romance,1997
Slamka Spasa,Love|Jazz|Bass|Romance|HeavyMetal,1997
Kanaka 'o Mose,Folk|Classic|Romance,1997
Between Eunice & Opelousas,Folk|Base,1995
Monarchy Now,Folk|Base|Bass|Romance|HeavyMetal,1992
When Those Two Towers Fell,Classic|Romance,1997
Shadow,Film|Bass,2006
Big Business,Folk|Classic|Musical|Romance,2004
La Sitiera,Folk|Romance,1997
I'm Not Done,Folk|Classic|Romance,2009
Close Up,Hate|Classic,1997
Sittin' On Top of the Wolrd,Musical,1997
It Must Be,Jazz|Hate|Rock|Musical,1997
Bo Diddley,Classic|Romance|War,1973
The Truth,Folk,1997
Teenage Baby  Digitally Remastered ,Classic|Film|Romance,1997
Ignis,Classic|Bass,2009
So Many Books      The Word Album Version ,Jazz|Classic|Rap-Comb,1997
What Would You Do,Classic,2006
Drummer's Circle,Folk,1997
Kong,Classic|Bass|Romance|HeavyMetal,1997
Post Toxic Finger Disorder,Classic|Film|Bass|HeavyMetal,2006
Lotus Kiss,Film|Romance|HeavyMetal,1997
Intro,Bass|Romance|HeavyMetal,2004
Qui Donc A ChangA c  ?,Classic|Romance,1997
When You're Hot_ You're Hot,Base|Bass|Romance|HeavyMetal,1997
Church Hangover,Folk,2006
The Ride  Album ,Folk|Musical,2006
No Survivors,Folk|Romance,1998
I Got Stripes  Live ,Folk|Romance,2006
The Contracting Perception Of Consciousness,Musical,1997
Her Golden Robe In Silence Veiled,Love|Jazz|Romance,1999
Two Little Fishes_ Five Loaves Of Bread,Jazz,1997
The Greed Of Our Stare,Base|Film|Bass,1997
Same Old Song,Classic|Rock|Romance,1974
Rockin' Every Night  Live ,Classic,2005
Walk Away,Folk|Musical|Romance,2002
Mais La Vie,Folk|Classic|War,2003
Doggin' Around,Folk|Romance,2004
Dem a Talk,Classic|Romance|Western,1997
Roger Milla  Stadium Mix ,Classic,1997
La sangre de tu tristeza  con Dani Martin_ directo Enjoy 07 ,Folk|Base,1997
Everything's Gone,Folk|Romance,1997
Forever Consumed Oblivion,Jazz|Folk,2006
McDermott's   Boys of Blue Hill,Hate|Classic|Rock|Romance,1997
Irresistible!  Maurel & Fauvrelle LESS Mix ,Classic,1997
Red Balloon,Folk|Romance,1997
El Arte De Amar,Classic|Romance,1989
Pinini Reggae,Classic,1989
I Won't Let You Go Till You Bless My Soul  Album Version ,Classic,1997
Rio Grande Waltz,Musical,1997
Honey I Sugar Pie,Classic|Bass|HeavyMetal,2003
Phylyps Trak II II,Solo|Rap-Comb|HeavyMetal,1994
Stand By Your Man,Jazz|Folk|Romance|War,1968
Young Blood  2007 Digital Remaster ,Jazz|Folk|Base|Classic|Romance,1997
Get Up & Go,Classic,1997
The Trolley Song  Live Album Version ,Folk|Classic,1997
Acension Final Chord Rising,Romance|War,2002
Slimy Little Troll,Classic|War,1997
Upon The Shores [Explicit],Classic,2008
De Kommissar 1,Classic,1997
Why Do All Girls Think They're Fat  Album ,Folk|Classic,2007
Hero In A Dream,Jazz|Hate,1999
Ji Xiang Yan Chu,Classic|Romance,1997
Ice Cream Man,Folk|Classic,2001
Crawling Up A Hill   version 2   mono_ live,Love|Jazz|HeavyMetal,1997
A Brazilian in New York,Classic,1997
Mumbo Jumbo  jazz ,Classic,2006
Walk With Me,Folk|Classic,1997
Epilog,Love|Base|Classic|HeavyMetal,2003
Get On Top  Album Version ,Love|Base,1999
De Bombacha Y Alpargatas,Base|Film,1997
Moon Going Down,Classic|HeavyMetal,1930
Raising Hate,Love|HeavyMetal,2006
No seamos tontos,Hate|Folk,1997
My First Day At School,Classic,1997
Do You Ever Think Of Me,Hate|Folk|Western,1997
Everything You Touch Is a Song,Jazz|Western,1997
De Tree Little Pigs,Jazz|Hate|Rock,1997
First Blood,Hate|Folk,1985
Mary Jane's Last Dance,Hate|Folk|Rock|Romance,1997
Daughter Of Zion,Hate|Classic,1997
Ni Gota De Rencor,Hate|Folk|Romance,1997
Maria,Hate|Folk|Classic,1997
Come To Find Out,Jazz|Hate|Classic,2005
Sublime EnsoA+ acion,Hate|Folk,1997
French Touch,Jazz|Hate,1999
Victim Of Circumstance,Jazz|Classic|Rap-Comb,1989
Airheads,Folk,1997
Bubblegum,Hate|Folk,1997
Hungarian Dances_ WoO 1: No  12 in D Minor: Presto,Art|Hate|Rock|Musical|Romance,1997
Colonel Brown  1999 Digital Remaster ,Art|Hate|Musical,1997
Heart Half Empty,Art|Hate|Musical,1997
You're Welcome To Tonight  Duet w  Lynn Anderson   Album Version ,Art|Hate|Rock|Musical,1997
The Flame,Jazz|Classic,2007
My Greatest Desire,Hate|Folk|Rock|Musical,1961
Sta giu'  feat  Dj Rockdrive ,Art|Hate|Classic|Musical,1997
Eu vi a maquina voadora,Jazz|Hate|Musical,1997
Murderous Style,Jazz|Hate|Musical,1997
I Will Always Love You,Jazz|Hate|Rock|Musical,2005
The Truth Forever,Art|Hate|Classic,1997
The Tide Is High   Original,Folk|Base|Classic|HeavyMetal,1997
Music Reach  1 2 3 4   Remastered ,Musical|Romance,1997
He Put The Hurt On Me,Love|Base|HeavyMetal,2006
Be Good To Me,Love|Solo|Rap-Comb|HeavyMetal,1997
Answer In The Question,Classic,2000
Slip Out The Back  Album Version ,Classic,2005
Lonesome Road  1995 Digital Remaster ,Folk|Classic,1997
Ye That Tempteth_ Ye That Bequeth,Classic|Romance,2001
Liquid Frequencies  liquid Soul Mix ,Classic|Romance,1997
Banana Man,Love|Classic|HeavyMetal,1992
El Cara Bonita,Love|Jazz,1997
Chocolate,Documentary|Classic,2003
Anillo de compromiso,Classic,1997
New York  Dave Goodman Demo Version   Explicit ,Base|Classic|Romance,1997
For Your Eyes Only,Classic,1997
Welcome 2 Detroit,HeavyMetal,2005
HISTORY,Classic,1995
Motindo Na Yo Te,Folk|Musical|Romance,1997
A Costa De Galicia,Classic|Romance,2002
Enero en la playa  Edit ,Folk|Classic,2005
Travel Song  Reprise ,HeavyMetal,2008
Midnight In Memphis,Art|Hate|Folk|Rock|Musical|Romance,1997
Feelin You,Folk|Musical|Romance,1997
This Time I Know,Base|Film,1997
God Will Make A Way,Hate|Folk|Rock|Musical,1997
Don't Leave,Classic|Solo|HeavyMetal,2002
O Hiroteros Ehthros Mou,Folk|Rap-Comb,2009
Spark,Folk|War,2002
He Jiu Bi Hun,Folk|Base,1997
Destroy Babylon,Folk,1983
Follow Your Dreams  The Plan Album Version ,Folk|Musical|Romance,1997
Yippiyo Ay,Classic,2008
Your God Isn't Listening,Folk|Musical,1997
Talk About Us,Base|Classic,1999
Sosa  Explicit ,Jazz|Classic,1998
SeA+ ora  bonus track ,Base|Bass|HeavyMetal,1998
Der Wind Hat Mir Ein Lied ErzA ?hlt  from  La Habanera  ,Classic|Musical|Romance,1997
Gangster Of Love,Base|Bass|HeavyMetal,1997
FRIENDS IN FALL RIVER   LP Version ,Classic|War,2006
Road Warrior's Lament,Folk,1997
Brother,Base|Bass|HeavyMetal,1992
Ascolta mio dio,Classic,1997
Exaltation,Classic|Romance|HeavyMetal,2004
Punchdrunk,Classic,1982
Morena Boca De Ouro,Classic,1997
I Love You More Than You'll Ever Know  LP Version ,Hate|Classic|Rap-Comb,1990
RA!pido Nos Vamos,Hate|Classic|Rock,1997
El Mes Alt,Love|Classic|Romance,2003
Two Tickets To Paradise,Love|Romance,1977
Nun singet und seid froh,Classic,1997
Shake Some Love,Classic,1995
Smooth Operator,Solo,1983
Red Orange Yellow,Folk,2007
Biloxi,Documentary,1997
Sarah Yellin',Love|Folk|Classic,2002
Bullet Frenzy,Base|Classic,2003
Baby You Got What It Takes   Original,Classic,1997
Zalozniy,Classic,1997
Before The Aons Came,Classic,2004
Fernando,Folk|Classic,1997
Machine Gun Majesty [Live]  Album Version ,Classic,2000
Sentimentos Desiguais,Documentary,1997
Rastafari Prophecy,Classic,1997
Alimony,Folk|Base,1994
Adeste fideles,Folk|Rock,1997
Killing,Love|Jazz|Rap-Comb|HeavyMetal,2003
This This  LP Version ,Solo,1997
On The Brink,Love|Jazz|Rap-Comb|HeavyMetal,1994
Consuelate Como Yo,Solo|Bass,1997
Half The Fun,Classic|Bass,2004
Damit Du Dich in mich verliebst,Classic,2009
Drive By Music,Folk,2006
Que Cosas_ Que Cosas,Jazz|Folk|Rock,1997
Ruby D ,Romance,2001
Bounce Back,Classic,1997
Empty Arms,Documentary,1996
Hey Joe,Documentary,1967
Fall Away Into Darkness,Art|Hate|Folk|Base,2007
Neon Rainbow,Classic,1967
Blues,Art|Folk|Classic|Rock,2001
BrokA?n NA<<edle,Classic,1997
Risen From Within,Classic|War,2000
Humppa,Folk|Classic,1996
winning friends,Classic,1997
It Has Been A Long Time_ Hasn't It,Folk,1997
Glo Billy Vee Vee,Love,1997
You Are God  Broken Album Version ,Folk,2003
XI GUAN LIANG GE REN,Classic,1997
Crimson And Clover,Folk|Classic,1969
Outro Duction,Folk|Classic|Romance,2005
Barrage,Classic|Rock|Romance,1997
Adios   Borron Y Cuenta Nueva,Classic|Romance,1997
San Xuan,Classic|War,2003
A Hard Road,Base|Classic|Film,1967
Oh Oh Oh Baby,Folk,1997
Isn't That Just Like God  Low Key Performance Track Without Background Vocals ,Classic|Romance|War,1997
Laughed At The Judge,Folk|Classic,1997
Mele Wich Ayee  Shaan Remix ,Classic,1997
Christina Christina Blues,Classic,1997
Faithful and True  Collectors Version ,Classic,1971
Le Zoo De Vincennes,Folk|Romance,2003
Pass Through My Will,Documentary,1989
Don't Go Knockin' On My Door,Base|Classic|Romance,2000
Sacrifice for the Slaughtergod,Documentary|Musical,2007
La boA r te A  hein biloute,Documentary,1997
Si No Te Hubieras Ido,Classic,1997
Cold Blood  LP Version ,Folk,1997
Wanikaa  Featuring Abramz_ Krazy_ Lyrical G_ Saint Ca and Sylvester ,Love|Jazz|Rap-Comb,1997
I Worship You,Love|Jazz|Folk|Rock|Romance,1997
Lunes Por La Madrugada,Love|Jazz,1984
Jimi Baby,Rock|Rap-Comb,1997
Full Of Voices,Love|Jazz|Solo|Rap-Comb,2005
More Where That Came From   Original,Love|Jazz|Western,1997
Fool For Your Loving,Folk,1980
If I Run,Classic,1993
Maybe I'm Crazy  Single original version_ 2008 Digital Remaster ,Jazz|Classic|War,1997
Heart Of The City  Soul and R&B ,Base|Classic|Rap-Comb|HeavyMetal,1997
Guardian Angel,Classic,2002
Melodioso,Love|Classic|War,1997
Hel Vete,Love|Classic|Western,2004
Escuchame,Love|Jazz|Rap-Comb,2003
Sending A Message,Classic|Rock|Romance,2003
Auf Der Mundharmonika,Film|Bass|HeavyMetal,1992
Girls Girls,Base|Classic,1997
Something's Missing,Love|Jazz|Folk|Rock|Solo,1997
DornrAPschen war ein schAPnes Kind   Karaoke,Jazz|Classic|Romance,1997
Wiggle  Soul and R&B ,Classic|War,1997
Maloba pamba,Love|Base|Classic|HeavyMetal,1997
Weight Of The World  Album Version ,Base|Solo,1997
Judge Boushay Blues,Love|Folk|Musical,1972
Sabotage,Base|Classic,2010
My Heart Went That A Way,Classic|War,1997
The Epi Pen,Jazz|Hate|Folk|Rap-Comb,2006
Baat Ban Jaye,Love|Classic|Romance|War,1997
People of cloud nine,Classic,1997
Away In A Manger,Classic|Romance,2000
Mas P**'  America'S Mexican ,Base|Classic,2007
Shang Zhui Ren,Classic,1997
Loba,Folk|Romance,2009
Pacific Coast Remix,Classic,1997
Complainin',Classic|Bass|Rap-Comb,1997
Nordcore,Love|Classic|War,2004
Big Train,Folk|Base,2009
The Prayer   Feat  T O  & Timberly K  Simmons,Folk|Classic|Romance,1997
Rock the Spot,Folk|Classic|Romance,1999
You Say Keep It Gangsta,Classic,2002
Pop A Cap In Yo' Ass,Folk,2005
Swing Swang,Love|Rap-Comb|HeavyMetal,2002
C'est Dimanche,Folk|Rock|Solo,1997
Use Me,Classic|War,1997
Gib deinem Herzen ein Zeichen  Radio Mix ,Folk|Classic,1997
So  Central Rain  2006 Digital Remaster ,Folk|Classic|Romance,1997
El Corcovado  The Wood Quail ,Base|Classic|Film|HeavyMetal,1997
The Portrait  Live   Reissue   Album Version ,Classic,1997
Destination Eschaton  Hardfloor Vocal Mix ,Folk|Classic|Romance,2002
In De Dance Again,Base|Film|HeavyMetal,1997
Aquel Mundo De Amor,Love|Base|Romance|HeavyMetal,1997
Living Underground,Jazz|Classic|War,2005
Chinoiserie,Classic|Rock,1997
Perfect Tree,Base|Film|Bass|HeavyMetal,1997
Careful In Career,Classic|Rap-Comb|HeavyMetal,1981
I'm in Korea,Love|Jazz|Classic|Western,1954
Oedipus Rex_ Atto Secondo: Divum Jocastae Caput Mortuum  Messaggero_ Coro   Stravinsky ,Folk|Solo|Rap-Comb,1997
Don't Stop The Music,Folk|Musical|War,2007
De pie,Folk|Romance,1997
Disease,Solo,2008
Roll Back The Rug,Jazz|Classic,1997
Money Money Money,Base|Film|HeavyMetal,1997
Free  Album Version ,Love|Folk|Rock|Solo,1997
Jealousy,Love|Jazz|Classic|War,1997
Ready To Go,Classic|War,1996
Mama Kin,Love|Classic|Bass|Romance|HeavyMetal,1986
Bust At You [featuring Baby_ Scarface & Tony Sunshine]  edited album version ,Folk|Rock|Romance,2002
Searching For Home,Classic|Western,2003
Reg mich nicht auf_ Johanna,Base|HeavyMetal|War,1997
The Reason I Go On,Folk|Classic,2007
Where Were You Last Night,Folk|Bass|HeavyMetal,1997
A Sempre Assim,Jazz|Folk|Rap-Comb,1997
Cicada,Folk|Base|Classic,1995
The End Of The Line,Classic|War,2008
LA River  Acoustic ,Folk|Classic|Film,1997
Inner City Blues  Alternate Mix   Bonus Track ,Love|Jazz|Rap-Comb,1997
Empire Falls,Love|Jazz|Rock,2007
Right to Work  Live ,Classic,1991
Princess Black,Folk|Classic|Romance,1997
Bolero Militar,Folk|Rock,1996
Rice Dream Girl,Folk|Classic,1999
No more going home,Classic,1997
Time After Time,Folk|Classic|War,1997
Misty Mountains,Art|Hate|Rock|Musical,2007
All I Ever Really Wanted,Classic|Western,1997
Brand New Broken Heart,Base|Film|Bass,2009
Te quiero tanto,Folk,1993
Yesterdays,Classic|Romance,1997
Mi Sangre Latino,Love|Jazz|Classic,1997
Vincent,Folk,1997
the fallen   ,Documentary,2009
The Lifestyle That Got Away,Classic|Romance,2009
Get Your Hustle On,Love|Jazz,1997
Future Prospects,Folk|Classic,1998
Skinhead on the MBTA  Album Version ,Classic,1997
Love Attack,Classic,2003
Above Lucium  LP Version ,Classic|Romance,2006
Human Guinea Pig,Folk,1987
Wink Of An Eye,Classic|Musical,1997
Awesome God,Classic|War,1997
Naked,Folk|Classic,1998
Le temps des cerises,Classic|Rap-Comb,2002
Loud And Clear,Hate|Classic|Rock,1997
J'veux Du Cuir  Live ,Jazz|Classic,1997
Freeze,Love|Western,2008
Alli Mia Fora,Classic|Romance,1997
Lydia [Piano Version],Jazz|Classic|Rap-Comb,1997
Dress Me Up,Folk|Romance,1996
Wo bleibt die Mark?,Documentary,1997
Love Thing,Classic,2002
Bean Fields  Live   2001 Digital Remaster ,Folk|Classic,2001
Sambangole   Tres Golpes Na' Mas,Love|Solo|Rap-Comb|HeavyMetal,2007
Naked In The Rain  Album Version ,Folk|Solo|HeavyMetal,1991
Who Are You?,Solo,1997
There Are Things I Think You Should Know,Solo,1997
The One I Got,Solo,2003
Shake,Solo,2004
Triesteitaliana,Solo,2007
Thug Queen,Classic|Solo|Bass|HeavyMetal,1997
Give Your Love To Me,Solo,1997
Tides Of Time,Solo,1999
So What!,Solo,2008
Kleina Wixa,Solo,1993
Down On The Farm  2006 Remastered Edit Version ,Solo|HeavyMetal,2006
Two Track Dub  Dub   Instrumental Reggae Music ,Solo|HeavyMetal,1982
Distancia,Solo|Rap-Comb,1989
Papel Quemado,Solo|Bass,1997
Romantic Rights,Solo|HeavyMetal,2004
If Ever,Classic|Solo|HeavyMetal,2007
Left To Starve,Rock|Solo|Romance|HeavyMetal,1992
Lekeitio,Classic|Solo|Rap-Comb,1997
The Wedding Samba,Solo,1997
Stairs To the Attic,Solo|HeavyMetal,2007
Prelude And Fugue In C Major BWV 545 : Prelude,HeavyMetal,1997
The Love We Had Version,Base|Classic|HeavyMetal,1997
Vortex,Classic|Rock|Solo|HeavyMetal,2000
Uncle Interlude,Classic|Rock|Solo,1997
Mon coeur s'ouvre A  ta voix,Solo|HeavyMetal,1997
The Dynamo Of Volition [From An All Night Session],Solo,1997
Gold Und Silber,Solo,1997
Triumph   Timour The Tartar   The Left Handed Fiddler   Speed The Plough   De'il Among The Tailors,Solo|Bass|HeavyMetal,1997
Guidum,Base|Classic|HeavyMetal,1995
Cavasamba Um  Edit ,Base|HeavyMetal,2005
All Kind of People,Folk|Classic|Romance,1997
Hole In The Pumpkin,Classic|Bass,1997
Between Me & You Kid  Album Version ,Solo|HeavyMetal,1993
The One I've Been Waiting For  Diamond Days Album Version ,Love|Jazz|Rap-Comb|HeavyMetal,1997
Untitled,Classic|Romance,1997
Una na na,Classic,2001
Can't Break This Man,Hate|Folk,1997
The Ambush,Documentary,2004
Play That Beat,Classic,2001
Bertie's Pets  Bonus Material ,Classic,1997
Marilyn,Classic,1994
Bladecrash Electrocution,Jazz|Hate|Folk,1997
Come Here Feat  Jay Sean,Love|Jazz|HeavyMetal,2006
Through The Wire,Jazz|Rap-Comb,2003
She's My Marijuana  LP Version ,Love|Bass|Rap-Comb,1997
El Aranero,Love|Rap-Comb,1997
Mash Up Mi Life,Love|Jazz|Rap-Comb|HeavyMetal,1997
Old Friends,Love|Jazz|Rap-Comb,2005
South Side Story,Jazz|Folk|Rap-Comb,2004
In His Presence  LP Version ,Love|Base,1997
Space Between Us  Album Version ,Love|Folk|Western,1994
Drifting Away,Love|Western,1997
Position,Folk|Musical|Romance,1995
Beyond Forever  2004 Digital Remaster ,Folk|Musical|Romance,1997
Raga Anandi Kalyan  Alap_ jor and jhala ,Love|Classic,1997
Tetrispack,Love|Classic|HeavyMetal,2005
Nice 'N' Easy,Love|Solo,1997
Darby's Castle,Solo|HeavyMetal,1970
Doing Time  Album Version ,Love|Solo,1982
Phase  1972 ,Folk,1997
Night Train  Album Version ,Love|Folk|Rap-Comb,1997
Sunny Came Home,Folk|Classic,1996
Short On Ideas   One Last Cigarette,Classic|Romance,2002
Got It Twisted,Folk,2004
Liverpoolin pokia,Folk|Classic,1985
Stand,Love|Folk|Base|Classic|Rap-Comb,1995
Caroline,Classic,1997
Have Thine Own Way Lord,Romance|War,1997
I'm The Man  Explicit   Feat  Jeru The Damaja And Lil Dap ,Classic,1992
The Door,Classic,1997
Don't Wanna Be Here  Album Version ,Jazz|Folk|Base,1997
CNN War Theme,Base|Classic|Bass|HeavyMetal,2004
Now We Know,Folk|Solo|Bass|HeavyMetal,2007
Heart Shaped Box,Love|Romance|War|Western,1997
Girls Make My Hair Loose,Folk|Classic|Rock|Romance,1997
Spaced Invader  Ian Pooley Club Mix ,Base|Classic|Romance,2000
Down At The Old Corral  Album Version ,Classic,1993
Tudo Que VocAa Quiser,Classic,1997
Tien An Man Dream Again,Folk,1991
Nasty Little Lonely,Base|Classic|Romance,1978
Tell Me Partner,Classic|Musical,1997
Ma GarASSonniA c re,Classic,1997
Nonfiction,Jazz|Classic,1994
Money Make The World Go Around,Base|Classic|Bass|HeavyMetal,1997
Never Be Ready,Classic,2009
CoquA,Folk,1997
Unlove Me,Hate,2004
If I Know You,Love|HeavyMetal,2008
Smoke Screen,Classic,1997
Ouverture,Love|Jazz|Folk|HeavyMetal,1997
Up To Zion  High Key Premiere Performance Plus w o Background Vocals ,Folk|HeavyMetal,1997
River Is Waiting,Love|Folk,2008
Solid Gold  Evolution Mix   2005 Digital Remaster ,Love|Romance,2002
Only One You,Classic,2002
Little Edith,Love|HeavyMetal,2005
Iron Man,Folk,1996
Johnny Can't Dance,Folk,2001
Please Remember Me,Folk|Romance,1997
Brazil Mon Amour,Classic,2001
Honey,Folk|War,1997
Mad World  Money G  Remix ,Folk|Classic,1997
Take Your Time feat  Yannick Noah,Base,1997
Innizar,Folk,2003
Toccata Et Fugue En RA c  Mineur BWV 565,Folk|Romance,1997
Embraceable You  LP Version from 'When The Boys Meet The Girls' ,Folk|Classic,1997
Bass Pro Shop & Wal Mart,Folk,2009
Penny In My Pocket,Folk|Classic|Romance,1997
Nadine,Classic|Rock|Romance,1997
Marie's Wedding,Bass|HeavyMetal,1997
I Love To Tell The Story   Love To Tell The Story Album Version ,Hate|Folk|Bass,1997
L'ombre d'une chance,Folk,2005
Queen Ida Introduction,Base|Classic|Rock|Film|Bass|Romance,1997
Round Two Wrap Up,Love|Classic,1997
Suicidal Dream,Base|Classic,1995
New York,Folk|Romance,2000
Do It All Over Again,Love|Folk|Base|Classic,1997
